t*,z*,p
0.0017441860465116279,0.0,0.0
0.0017441860465116279,0.05,2287.74163009567
0.0017441860465116279,0.1,4205.30600715896
0.0017441860465116279,0.15,5552.50659798561
0.0017441860465116279,0.2,6345.82342020984
0.0017441860465116279,0.25,6737.36908244203
0.0017441860465116279,0.3,6899.33568106317
0.0017441860465116279,0.35,6955.48682484658
0.0017441860465116279,0.4,6971.80087425509
0.0017441860465116279,0.45,6975.77290190973
0.0017441860465116279,0.5,6976.58327508823
0.0017441860465116279,0.55,6976.72180805196
0.0017441860465116279,0.6,6976.74165015665
0.0017441860465116279,0.65,6976.74403115332
0.0017441860465116279,0.7,6976.74427050425
0.0017441860465116279,0.75,6976.74429065934
0.0017441860465116279,0.8,6976.74429208093
0.0017441860465116279,0.85,6976.74429216491
0.0017441860465116279,0.9,6976.74429216906
0.0017441860465116279,0.95,6976.74429216924
0.0017441860465116279,1.0,6976.74429216924
0.00872093023255814,0.0,0.0
0.00872093023255814,0.05,1047.48788859718
0.00872093023255814,0.1,2058.21331991841
0.00872093023255814,0.15,2999.23920139318
0.00872093023255814,0.2,3844.6233924905
0.00872093023255814,0.25,4577.43246382985
0.00872093023255814,0.3,5190.36360586324
0.00872093023255814,0.35,5685.03482635701
0.00872093023255814,0.4,6070.25202380972
0.00872093023255814,0.45,6359.70545456758
0.00872093023255814,0.5,6569.56834065424
0.00872093023255814,0.55,6716.38528824034
0.00872093023255814,0.6,6815.49113538596
0.00872093023255814,0.65,6880.04178404881
0.00872093023255814,0.7,6920.60780993284
0.00872093023255814,0.75,6945.20078288791
0.00872093023255814,0.8,6959.57347317182
0.00872093023255814,0.85,6967.64676412872
0.00872093023255814,0.9,6971.95043332542
0.00872093023255814,0.95,6974.00521953658
0.00872093023255814,1.0,6974.60802871639
0.01744186046511628,0.0,0.0
0.01744186046511628,0.05,742.892070942912
0.01744186046511628,0.1,1472.61149287071
0.01744186046511628,0.15,2176.68196419162
0.01744186046511628,0.2,2843.95870864526
0.01744186046511628,0.25,3465.14892793733
0.01744186046511628,0.3,4033.17750664845
0.01744186046511628,0.35,4543.37582840313
0.01744186046511628,0.4,4993.49090886649
0.01744186046511628,0.45,5383.53017195905
0.01744186046511628,0.5,5715.47175055317
0.01744186046511628,0.55,5992.87958821189
0.01744186046511628,0.6,6220.46619865602
0.01744186046511628,0.65,6403.64399181922
0.01744186046511628,0.7,6548.0996688014
0.01744186046511628,0.75,6659.41690015764
0.01744186046511628,0.8,6742.76209935627
0.01744186046511628,0.85,6802.63824308648
0.01744186046511628,0.9,6842.7036908668
0.01744186046511628,0.95,6865.64766265638
0.01744186046511628,1.0,6873.11177479415
0.03488372093023256,0.0,0.0
0.03488372093023256,0.05,525.25870745518
0.03488372093023256,0.1,1045.72988154762
0.03488372093023256,0.15,1556.74290988699
0.03488372093023256,0.2,2053.85512881391
0.03488372093023256,0.25,2532.95161335803
0.03488372093023256,0.3,2990.32892337625
0.03488372093023256,0.35,3422.75901058377
0.03488372093023256,0.4,3827.53067654064
0.03488372093023256,0.45,4202.46728727984
0.03488372093023256,0.5,4545.92080795939
0.03488372093023256,0.55,4856.74353392044
0.03488372093023256,0.6,5134.24008410877
0.03488372093023256,0.65,5378.10322359774
0.03488372093023256,0.7,5588.33784550261
0.03488372093023256,0.75,5765.17793905954
0.03488372093023256,0.8,5909.00158861718
0.03488372093023256,0.85,6020.24899295378
0.03488372093023256,0.9,6099.34818467542
0.03488372093023256,0.95,6146.65259483575
0.03488372093023256,1.0,6162.39388467531
