t*,z*,uz
0.01,0,-0.000869241057128129
0.03,0,-0.00100972499575147
0.049999999999999996,0,-0.00112715528475498
0.06999999999999999,0,-0.0012352904534909
0.08999999999999998,0,-0.00133723048155367
0.10999999999999997,0,-0.00143432657298929
0.12999999999999998,0,-0.00152748724391946
0.15,0,-0.0016174243222849
0.16999999999999998,0,-0.00170471638124626
0.18999999999999997,0,-0.00178983738141488
0.20999999999999996,0,-0.00187317621779411
0.22999999999999998,0,-0.00195505209434982
0.24999999999999997,0,-0.00203572703098137
0.26999999999999996,0,-0.00211541611089016
0.29,0,-0.00219429588907275
0.30999999999999994,0,-0.0022725112940396
0.32999999999999996,0,-0.00235018129312694
0.35,0,-0.00242740354295834
0.36999999999999994,0,-0.0025042582068605
0.38999999999999996,0,-0.0025808110884599
0.4099999999999999,0,-0.0026571162039543
0.42999999999999994,0,-0.00273321789360988
0.44999999999999996,0,-0.00280915255502317
0.4699999999999999,0,-0.00288495006590159
0.48999999999999994,0,-0.00296063495197944
0.5099999999999999,0,-0.00303622734572367
0.5299999999999999,0,-0.00311174377330536
0.5499999999999999,0,-0.0031871978006001
0.57,0,-0.00326260056346938
0.59,0,-0.0033379612030521
0.6099999999999999,0,-0.00341328722308166
0.6299999999999999,0,-0.00348858478319646
0.6499999999999999,0,-0.00356385893970927
0.6699999999999999,0,-0.00363911384324727
0.69,0,-0.00371435290098862
0.7099999999999999,0,-0.0037895789098373
0.7299999999999999,0,-0.00386479416574231
0.7499999999999999,0,-0.00394000055343421
0.7699999999999999,0,-0.0040151996200872
0.7899999999999999,0,-0.00409039263578587
0.8099999999999998,0,-0.0041655806431606
0.8299999999999998,0,-0.00424076449813163
0.8499999999999999,0,-0.00431594490335456
0.8699999999999999,0,-0.00439112243567484
0.8899999999999999,0,-0.00446629756866414
0.9099999999999999,0,-0.0045414706911199
0.9299999999999998,0,-0.00461664212225094
0.9499999999999998,0,-0.00469181212414288
0.9699999999999999,0,-0.00476698091199061
0.9899999999999999,0,-0.00484214866249781
1.0099999999999998,0,-0.00491731552077185
1.0299999999999998,0,-0.00499248160598361
1.0499999999999998,0,-0.00506764701601343
1.0699999999999998,0,-0.0051428118312648
1.0899999999999999,0,-0.00521797611779499
1.1099999999999999,0,-0.0052931399298848
1.13,0,-0.005368303312148
1.15,0,-0.00544346630126294
1.17,0,-0.00551862892739395
1.1899999999999997,0,-0.00559379121535811
1.2099999999999997,0,-0.00566895318558307
1.2299999999999998,0,-0.00574411485489322
1.2499999999999998,0,-0.00581927623715506
1.2699999999999998,0,-0.00589443734380702
1.2899999999999998,0,-0.00596959818429429
1.3099999999999998,0,-0.00604475876642579
1.3299999999999998,0,-0.00611991909666722
1.3499999999999999,0,-0.00619507918038159
1.3699999999999999,0,-0.00627023902202667
1.39,0,-0.00634539862531704
1.4099999999999997,0,-0.00642055799335719
1.4299999999999997,0,-0.0064957171287507
1.4499999999999997,0,-0.00657087603368989
1.4699999999999998,0,-0.00664603471002943
1.4899999999999998,0,-0.00672119315934673
1.5099999999999998,0,-0.00679635138299153
1.5299999999999998,0,-0.00687150938212662
1.5499999999999998,0,-0.00694666715776125
1.5699999999999998,0,-0.00702182471077854
1.5899999999999999,0,-0.00709698204195802
1.6099999999999997,0,-0.00717213915199408
1.6299999999999997,0,-0.00724729604151118
1.6499999999999997,0,-0.0073224527110763
1.6699999999999997,0,-0.00739760916120911
1.6899999999999997,0,-0.00747276539239043
1.7099999999999997,0,-0.00754792140506909
1.7299999999999998,0,-0.00762307719966757
1.7499999999999998,0,-0.00769823277658667
1.7699999999999998,0,-0.00777338813620929
1.7899999999999998,0,-0.0078485432789036
1.8099999999999998,0,-0.00792369820502557
1.8299999999999996,0,-0.00799885291492108
1.8499999999999996,0,-0.00807400740892769
1.8699999999999997,0,-0.00814916168737602
1.8899999999999997,0,-0.00822431575059091
1.9099999999999997,0,-0.00829946959889243
1.9299999999999997,0,-0.0083746232325966
1.9499999999999997,0,-0.0084497766520161
1.9699999999999998,0,-0.00852492985746073
1.9899999999999998,0,-0.00860008284923793
2.01,0,-0.00867523562765304
2.0299999999999994,0,-0.00875038819300968
2.0499999999999994,0,-0.00882554054560993
2.0699999999999994,0,-0.00890069268575457
2.0899999999999994,0,-0.00897584461374322
2.1099999999999994,0,-0.00905099632987447
2.1299999999999994,0,-0.009126147834446
2.1499999999999995,0,-0.00920129912775467
2.1699999999999995,0,-0.00927645021009659
2.1899999999999995,0,-0.00935160108176719
2.2099999999999995,0,-0.00942675174306126
2.2299999999999995,0,-0.00950190219427298
2.2499999999999996,0,-0.00957705243569599
2.2699999999999996,0,-0.00965220246762338
2.2899999999999996,0,-0.00972735229034774
2.3099999999999996,0,-0.00980250190416115
