t*,z*,uz
0.0017441860465116279,0.0,-0.000775994786747427
0.0017441860465116279,0.05,-0.000717914225983781
0.0017441860465116279,0.1,-0.000667748587065826
0.0017441860465116279,0.15,-0.000623731317908933
0.0017441860465116279,0.2,-0.000583694228718937
0.0017441860465116279,0.25,-0.00054582224274118
0.0017441860465116279,0.3,-0.000508939867215899
0.0017441860465116279,0.35,-0.000472437532419268
0.0017441860465116279,0.4,-0.000436057811855199
0.0017441860465116279,0.45,-0.000399711323245607
0.0017441860465116279,0.5,-0.000363372399998268
0.0017441860465116279,0.55,-0.0003270349232317
0.0017441860465116279,0.6,-0.000290697678712442
0.0017441860465116279,0.65,-0.000254360465503181
0.0017441860465116279,0.7,-0.000218023255837315
0.0017441860465116279,0.75,-0.000181686046507838
0.0017441860465116279,0.8,-0.000145348837204991
0.0017441860465116279,0.85,-0.000109011627903786
0.0017441860465116279,0.9,-7.26744186025758e-5
0.0017441860465116279,0.95,-3.63372093013038e-5
0.0017441860465116279,1.0,1.77739653170447e-20
0.00872093023255814,0.0,-0.00083695379275679
0.00872093023255814,0.05,-0.000776489959113067
0.00872093023255814,0.1,-0.000719830105655833
0.00872093023255814,0.15,-0.000666839137181067
0.00872093023255814,0.2,-0.000617204462956757
0.00872093023255814,0.25,-0.000570532682843605
0.00872093023255814,0.3,-0.000526384978920201
0.00872093023255814,0.35,-0.000484312279162338
0.00872093023255814,0.4,-0.000443885714996225
0.00872093023255814,0.45,-0.000404719358950989
0.00872093023255814,0.5,-0.000366484001150751
0.00872093023255814,0.55,-0.000328912363722346
0.00872093023255814,0.6,-0.000291797341644014
0.00872093023255814,0.65,-0.000254985459174864
0.00872093023255814,0.7,-0.000218367778254502
0.00872093023255814,0.75,-0.000181870142179932
0.00872093023255814,0.8,-0.000145444081164573
0.00872093023255814,0.85,-0.000109059122648749
0.00872093023255814,0.9,-7.26967574371305e-5
0.00872093023255814,0.95,-3.63459654141627e-5
0.00872093023255814,1.0,1.8879025046086e-20
0.01744186046511628,0.0,-0.000882631551056629
0.01744186046511628,0.05,-0.000821592820863253
0.01744186046511628,0.1,-0.000763253015534106
0.01744186046511628,0.15,-0.000707605288843474
0.01744186046511628,0.2,-0.000654532056633086
0.01744186046511628,0.25,-0.000603877273044355
0.01744186046511628,0.3,-0.000555454114906488
0.01744186046511628,0.35,-0.000509053708976938
0.01744186046511628,0.4,-0.000464454228169825
0.01744186046511628,0.45,-0.00042142970652903
0.01744186046511628,0.5,-0.000379758008835881
0.01744186046511628,0.55,-0.00033922752217669
0.01744186046511628,0.6,-0.000299642292617405
0.01744186046511628,0.65,-0.000260825488790976
0.01744186046511628,0.7,-0.000222621216765909
0.01744186046511628,0.75,-0.000184894823159377
0.01744186046511628,0.8,-0.000147531898583108
0.01744186046511628,0.85,-0.000110436230166816
0.01744186046511628,0.9,-7.35269547313976e-5
0.01744186046511628,0.95,-3.6735141903738e-5
0.01744186046511628,1.0,1.85824749983814e-20
0.03488372093023256,0.0,-0.000947209689761578
0.03488372093023256,0.05,-0.000885761569726609
0.03488372093023256,0.1,-0.000826209409128942
0.03488372093023256,0.15,-0.000768592709240625
0.03488372093023256,0.2,-0.000712867585610513
0.03488372093023256,0.25,-0.000658974078414772
0.03488372093023256,0.3,-0.000606837545027253
0.03488372093023256,0.35,-0.000556370329673443
0.03488372093023256,0.4,-0.000507473631194545
0.03488372093023256,0.45,-0.000460039481941403
0.03488372093023256,0.5,-0.000413952748465727
0.03488372093023256,0.55,-0.000369093067396102
0.03488372093023256,0.6,-0.000325336637326453
0.03488372093023256,0.65,-0.000282557799110724
0.03488372093023256,0.7,-0.000240630351844195
0.03488372093023256,0.75,-0.000199428569067598
0.03488372093023256,0.8,-0.000158827898326377
0.03488372093023256,0.85,-0.000118705346114627
0.03488372093023256,0.9,-7.89395684383043e-5
0.03488372093023256,0.95,-3.94107038439318e-5
0.03488372093023256,1.0,1.65045967434665e-20
