t*,z*,p
0.03488372093023256,0.67,5466.22819752024
0.03488372093023256,0.68,5508.27319051683
0.03488372093023256,0.69,5548.9772071645
0.03488372093023256,0.7,5588.34248626879
0.03488372093023256,0.71,5626.37152371743
0.03488372093023256,0.72,5663.06704516257
0.03488372093023256,0.73,5698.43197890114
0.03488372093023256,0.74,5732.46942901612
0.03488372093023256,0.75,5765.18264884046
0.03488372093023256,0.76,5796.57501480429
0.03488372093023256,0.77,5826.65000072509
0.03488372093023256,0.78,5855.41115259899
0.03488372093023256,0.79,5882.86206394998
0.03488372093023256,0.8,5909.00635179258
0.03488372093023256,0.81,5933.84763326144
0.03488372093023256,0.82,5957.38950296009
0.03488372093023256,0.83,5979.63551107908
0.03488372093023256,0.84,6000.58914233172
0.03488372093023256,0.85,6020.25379575395
0.03488372093023256,0.86,6038.63276541259
0.03488372093023256,0.87,6055.7292220642
0.03488372093023256,0.88,6071.54619580459
0.03488372093023256,0.89,6086.08655974669
0.03488372093023256,0.9,6099.35301476212
0.03488372093023256,0.91,6111.34807531969
0.03488372093023256,0.92,6122.07405645117
0.03488372093023256,0.93,6131.53306187258
0.03488372093023256,0.94,6139.72697328656
0.03488372093023256,0.95,6146.65744088862
0.03488372093023256,0.96,6152.32587509786
0.03488372093023256,0.97,6156.73343952972
0.03488372093023256,0.98,6159.88104522581
0.03488372093023256,0.99,6161.76934615319
0.03488372093023256,1.0,6162.3987359827
